Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Origin,Food_Supply_Num,Flock_Size_Band,Flock_Size_Num,Flight_Distance_Category,Speed_Category,Altitude_Category,Temperature_Category,Wind_Speed_Category,Visibility_Category,Humidity_Category,Migration_Success_Num,Food_Flock_Interaction,Path,Migration_Behavior_Cluster,Cluster
Arctic Tern,Asia,Forest,Rainy,Food,-26.784,-143.9466,-30.7679,-176.2506,1976.28,26.88,63.51,1964.93,990.5,11.92,15.27,81.28,1016.24,8.48,Unsuccessful,100.0,5,6,2,3,No,1,Medium,Excellent,Yes,Predator,Unsuccessful,No,,Western,2,Solo,1,Medium,Moderate,Medium,Mild,Moderate,Low,Very High,0,2,"-26.78,-143.95 -> -30.77,-176.25",Balanced,0
Bar-headed Goose,Africa,Forest,Clear,Seasonal,53.8917,18.4339,75.0,-34.4276,955.49,14.38,69.3,1890.87,800.39,12.37,51.15,52.66,1015.95,15.62,Unsuccessful,73.41,6,8,2,5,No,1,Medium,Good,Yes,Storm,Unsuccessful,No,,Eastern,2,Solo,1,Short,Moderate,Medium,Mild,Very High,Good,Moderate,0,2,"53.89,18.43 -> 75.0,-34.43",High-Risk,2
Osprey,Africa,Mountain,Cloudy,Breeding,27.9783,79.2838,42.0505,121.6811,938.61,19.73,69.91,289.53,50.0,26.77,17.21,62.91,1028.32,18.09,Successful,79.38,9,1,3,4,No,1,Medium,Good,No,,Successful,Yes,4.066836287140761,Eastern,2,Solo,1,Short,Moderate,Low,Warm,Moderate,Good,Moderate,1,2,"27.98,79.28 -> 42.05,121.68",Balanced,0
Sandhill Crane,Europe,Coastal,Clear,Food,37.9032,-82.559,52.6787,-105.0997,1470.41,9.83,78.7,1634.58,699.83,20.28,58.65,74.66,1006.65,20.11,Unsuccessful,74.41,8,10,2,5,Yes,33,Medium,Good,No,,Successful,Yes,4.333660805817222,Northern,2,Large,33,Medium,High,Medium,Warm,Very High,Excellent,High,1,66,"37.9,-82.56 -> 52.68,-105.1",Flock-Oriented,1
Barn Swallow,South America,Coastal,Cloudy,Seasonal,63.6394,-164.5751,70.6629,-160.0055,1664.34,65.55,26.39,1937.81,1015.96,9.24,5.07,39.47,1019.33,13.63,Successful,95.06,11,1,2,1,Yes,24,High,Fair,No,,Successful,Yes,4.725174244322472,Southern,3,Large,24,Medium,Low,Medium,Mild,Low,Good,Moderate,1,72,"63.64,-164.58 -> 70.66,-160.01",Flock-Oriented,1
Sandhill Crane,South America,Wetland,Clear,Food,31.5514,54.3019,4.6299,36.385,1072.66,25.0,46.23,1247.2,415.86,23.41,18.63,53.07,1047.55,10.99,Successful,64.81,10,2,4,3,No,1,Medium,Good,No,,Successful,Yes,4.912513110668741,Northern,2,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Good,Moderate,1,2,"31.55,54.3 -> 4.63,36.39",Balanced,0
Barn Swallow,Africa,Forest,Windy,Shelter,-46.8786,93.4149,-26.7919,114.8084,3256.44,54.79,102.7,827.51,624.93,13.26,38.71,48.91,1020.28,14.52,Successful,100.0,3,5,5,4,No,1,Medium,Excellent,Yes,Predator,Unsuccessful,No,,Central,2,Solo,1,Long,High,Low,Mild,High,Good,Moderate,0,2,"-46.88,93.41 -> -26.79,114.81",Balanced,0
European Stork,Asia,Forest,Stormy,Breeding,23.6737,78.9675,29.2175,90.9952,6868.62,92.2,73.38,2462.28,1790.17,8.28,21.12,51.36,983.31,5.16,Unsuccessful,91.75,4,7,5,4,Yes,33,Medium,Poor,No,,Successful,Yes,8.682563699765645,Southern,2,Large,33,Very Long,High,Medium,Mild,Moderate,Low,Moderate,1,66,"23.67,78.97 -> 29.22,91.0",High-Altitude Fast,3
Bar-headed Goose,Africa,Coastal,Windy,Seasonal,8.1333,-112.3704,16.3031,-125.4955,9000.0,129.37,64.21,1688.52,813.42,25.71,33.08,39.37,1009.18,9.39,Successful,52.49,11,2,9,2,Yes,27,High,Good,Yes,Predator,Unsuccessful,No,,Western,3,Large,27,Very Long,Moderate,Medium,Warm,High,Low,Moderate,0,81,"8.13,-112.37 -> 16.3,-125.5",Flock-Oriented,1
European Stork,Europe,Mountain,Clear,Climate,-27.3108,22.7143,-14.0013,23.4216,1203.59,20.75,52.74,632.67,101.02,21.46,12.64,42.3,1006.64,7.58,Successful,100.0,10,1,5,1,No,1,Medium,Excellent,No,,Successful,Yes,3.5584790973466633,Southern,2,Solo,1,Medium,Moderate,Low,Warm,Low,Low,Moderate,1,2,"-27.31,22.71 -> -14.0,23.42",Balanced,0
Sandhill Crane,Europe,Forest,Cloudy,Climate,19.1589,-92.5993,27.1033,-109.7228,1150.73,6.43,77.38,2069.59,1441.36,17.68,25.54,82.52,1009.81,8.82,Successful,86.66,12,3,4,0,Yes,21,Medium,Excellent,No,,Successful,Yes,5.55254579881292,Western,2,Large,21,Medium,High,Medium,Mild,Moderate,Low,Very High,1,42,"19.16,-92.6 -> 27.1,-109.72",Flock-Oriented,1
Osprey,Africa,Forest,Windy,Breeding,29.1297,38.9249,34.5205,40.753,969.74,29.85,49.27,1053.16,316.36,33.55,28.45,48.78,1006.8,13.51,Successful,81.46,11,3,2,1,Yes,31,Low,Good,Yes,Injury,Unsuccessful,No,,Northern,1,Large,31,Short,Moderate,Medium,Warm,Moderate,Good,Moderate,0,31,"29.13,38.92 -> 34.52,40.75",Balanced,0
Ruby-throated Hummingbird,Asia,Grassland,Cloudy,Food,14.8931,-6.0737,-1.0557,-21.96,2458.45,65.97,45.08,2817.08,2137.64,15.87,5.78,28.33,1022.77,11.24,Successful,90.8,8,12,1,4,Yes,11,Medium,Excellent,No,,Successful,Yes,6.304802343580823,Northern,2,Medium,11,Medium,Moderate,High,Mild,Low,Good,Low,1,22,"14.89,-6.07 -> -1.06,-21.96",Balanced,0
Bar-headed Goose,South America,Mountain,Cloudy,Seasonal,-35.8466,23.8175,-55.4687,74.9668,942.37,16.18,59.57,1473.76,996.8,7.98,26.51,57.79,996.33,25.41,Unsuccessful,65.34,12,4,2,2,Yes,4,High,Fair,No,,Successful,Yes,2.168978789613838,Southern,3,Small,4,Short,Moderate,Medium,Mild,Moderate,Excellent,Moderate,1,12,"-35.85,23.82 -> -55.47,74.97",Balanced,0
Sandhill Crane,Europe,Forest,Windy,Climate,24.3811,-63.0158,4.8919,-72.7704,2085.04,44.34,53.1,501.77,50.0,22.47,17.73,49.46,1011.85,15.53,Unsuccessful,74.31,9,11,5,4,Yes,13,Medium,Good,No,,Successful,Yes,6.8082311338672685,Southern,2,Medium,13,Medium,Moderate,Low,Warm,Moderate,Good,Moderate,1,26,"24.38,-63.02 -> 4.89,-72.77",Balanced,0
European Stork,South America,Forest,Windy,Shelter,-51.8964,9.1743,-70.0,-6.8935,2065.63,51.5,42.66,2612.57,1838.45,28.61,11.08,68.06,1016.03,15.55,Successful,81.65,11,12,6,3,Yes,15,Medium,Good,No,,Successful,Yes,7.716677930216996,Southern,2,Medium,15,Medium,Moderate,High,Warm,Low,Good,High,1,30,"-51.9,9.17 -> -70.0,-6.89",Balanced,0
Osprey,Asia,Grassland,Windy,Shelter,-35.0709,5.2288,-45.4499,-57.8099,2866.51,65.64,44.24,1786.86,956.89,25.56,14.3,83.51,1050.0,16.96,Successful,75.86,6,7,6,4,Yes,25,Low,Good,Yes,Lost Signal,Unsuccessful,No,,Southern,1,Large,25,Long,Moderate,Medium,Warm,Low,Good,Very High,0,25,"-35.07,5.23 -> -45.45,-57.81",Balanced,0
Osprey,North America,Mountain,Cloudy,Food,44.7762,-111.6285,53.2895,-149.6608,2475.59,27.88,73.5,1379.23,963.34,23.04,12.04,77.84,1017.51,6.88,Successful,58.99,12,4,5,2,No,1,Low,Fair,Yes,Storm,Unsuccessful,No,,Western,1,Solo,1,Medium,High,Medium,Warm,Low,Low,High,0,1,"44.78,-111.63 -> 53.29,-149.66",Balanced,0
Osprey,Africa,Coastal,Rainy,Breeding,6.2302,-163.5214,25.202,-142.7084,1838.52,27.94,82.87,1888.43,990.32,10.55,15.79,74.41,993.19,9.48,Successful,84.06,1,5,8,4,No,1,High,Good,Yes,Injury,Unsuccessful,No,,Eastern,3,Solo,1,Medium,High,Medium,Mild,Moderate,Low,High,0,3,"6.23,-163.52 -> 25.2,-142.71",Balanced,0
Monarch Butterfly,Africa,Grassland,Cloudy,Climate,18.8203,54.12,4.5229,48.3826,1271.66,22.8,64.09,2123.66,1867.62,5.56,10.41,52.21,990.17,12.35,Successful,63.02,11,12,3,1,Yes,15,Medium,Fair,Yes,Predator,Unsuccessful,No,,Northern,2,Medium,15,Medium,Moderate,Medium,Mild,Low,Good,Moderate,0,30,"18.82,54.12 -> 4.52,48.38",Balanced,0
European Stork,North America,Coastal,Cloudy,Breeding,-12.6,-87.1095,-15.6646,-98.7374,2435.01,71.1,44.75,3035.49,2531.05,17.93,14.48,94.07,1028.3,8.15,Unsuccessful,80.14,12,2,2,2,Yes,10,Medium,Good,No,,Successful,Yes,4.349523037241253,Central,2,Medium,10,Medium,Moderate,High,Mild,Low,Low,Very High,1,20,"-12.6,-87.11 -> -15.66,-98.74",Balanced,0
Osprey,Asia,Wetland,Clear,Seasonal,15.7606,10.5016,5.4227,36.2312,3475.75,67.67,52.57,1407.44,546.95,9.04,22.52,61.07,1043.75,10.22,Successful,85.52,10,11,2,2,Yes,9,Low,Good,No,,Successful,Yes,5.764593963605234,Western,1,Medium,9,Long,Moderate,Medium,Mild,Moderate,Good,Moderate,1,9,"15.76,10.5 -> 5.42,36.23",Balanced,0
Sandhill Crane,North America,Coastal,Windy,Breeding,-50.2648,-163.909,-47.379,-118.1378,1712.54,50.56,37.34,1219.65,535.5,13.5,16.56,58.25,987.34,19.31,Successful,79.17,12,3,4,1,No,1,High,Good,No,,Successful,Yes,6.0277627176766595,Eastern,3,Solo,1,Medium,Low,Medium,Mild,Moderate,Good,Moderate,1,3,"-50.26,-163.91 -> -47.38,-118.14",Balanced,0
European Stork,South America,Wetland,Cloudy,Food,-52.0154,-79.1144,-70.0,-108.8337,1786.62,56.39,33.53,3619.82,2956.44,16.06,2.97,61.6,1023.83,8.08,Unsuccessful,48.71,6,9,5,1,Yes,35,Medium,Fair,No,,Successful,Yes,4.211521177756328,Eastern,2,Large,35,Medium,Low,High,Mild,Low,Low,Moderate,1,70,"-52.02,-79.11 -> -70.0,-108.83",Flock-Oriented,1
Monarch Butterfly,South America,Forest,Rainy,Breeding,57.9856,-156.2403,47.3195,-164.4432,710.22,10.94,59.11,997.31,734.99,27.47,21.36,64.87,994.01,10.01,Successful,100.0,4,5,3,2,No,1,Low,Good,Yes,Predator,Unsuccessful,No,,Southern,1,Solo,1,Short,Moderate,Low,Warm,Moderate,Good,Moderate,0,1,"57.99,-156.24 -> 47.32,-164.44",Balanced,0
Barn Swallow,Europe,Forest,Windy,Seasonal,-19.2094,-69.8819,-34.7467,-143.0828,1012.49,22.12,52.96,1695.34,710.67,26.57,21.3,57.8,1011.48,24.38,Unsuccessful,70.23,2,6,1,3,No,1,Medium,Fair,Yes,Injury,Unsuccessful,No,,Southern,2,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Excellent,Moderate,0,2,"-19.21,-69.88 -> -34.75,-143.08",Balanced,0
Bar-headed Goose,Africa,Coastal,Windy,Climate,45.4499,78.192,55.7989,111.5921,1038.96,14.38,76.57,1391.81,685.97,3.48,25.05,57.56,1036.17,19.63,Successful,67.49,3,7,5,4,No,1,High,Fair,Yes,Food Shortage,Unsuccessful,No,,Northern,3,Solo,1,Medium,High,Medium,Cold,Moderate,Good,Moderate,0,3,"45.45,78.19 -> 55.8,111.59",Balanced,0
Ruby-throated Hummingbird,Europe,Forest,Clear,Breeding,9.538,43.2312,-22.2888,142.887,1144.11,10.97,69.6,1203.32,817.88,26.84,5.42,53.19,1010.43,18.47,Unsuccessful,92.8,11,3,5,2,Yes,55,Medium,Fair,No,,Successful,Yes,6.529950886052068,Central,2,Very Large,55,Medium,Moderate,Medium,Warm,Low,Good,Moderate,1,110,"9.54,43.23 -> -22.29,142.89",Flock-Oriented,1
Osprey,South America,Forest,Rainy,Seasonal,-45.5923,-114.0739,-39.9152,-126.4192,3826.56,180.51,22.22,1508.32,779.96,16.92,21.76,36.98,1003.85,11.97,Unsuccessful,60.43,1,5,2,4,Yes,29,High,Good,No,,Successful,Yes,6.1260504639611195,Southern,3,Large,29,Long,Low,Medium,Mild,Moderate,Good,Moderate,1,87,"-45.59,-114.07 -> -39.92,-126.42",Flock-Oriented,1
Barn Swallow,North America,Mountain,Cloudy,Food,-47.1572,-128.7682,-31.551,-141.9962,1199.25,13.18,81.86,1227.68,269.39,12.79,14.56,40.29,1050.0,3.39,Successful,93.62,3,4,5,2,Yes,15,Medium,Excellent,No,,Successful,Yes,8.41138333292122,Western,2,Medium,15,Medium,High,Medium,Mild,Low,Poor,Moderate,1,30,"-47.16,-128.77 -> -31.55,-142.0",Balanced,0
Monarch Butterfly,Africa,Grassland,Clear,Climate,-47.246,-129.8654,-70.0,-132.7304,1709.22,43.08,47.23,2043.82,1425.96,19.06,27.61,56.42,1047.8,14.81,Successful,90.54,6,8,5,3,No,1,Medium,Good,No,,Successful,Yes,4.614856965698495,Northern,2,Solo,1,Medium,Moderate,Medium,Mild,Moderate,Good,Moderate,1,2,"-47.25,-129.87 -> -70.0,-132.73",Balanced,0
Ruby-throated Hummingbird,South America,Coastal,Clear,Food,7.8024,118.835,-4.4854,127.1801,1451.02,33.85,45.59,1781.89,1572.21,14.3,30.16,81.93,1012.65,18.81,Successful,86.77,5,7,3,3,Yes,52,High,Good,No,,Successful,Yes,5.755959181214872,Northern,3,Very Large,52,Medium,Moderate,Medium,Mild,High,Good,Very High,1,156,"7.8,118.84 -> -4.49,127.18",Flock-Oriented,1
Arctic Tern,Europe,Grassland,Rainy,Seasonal,-13.2952,-73.2003,-29.4417,-63.3585,2115.83,45.5,51.16,1576.3,748.2,11.49,18.82,39.15,1016.04,9.44,Unsuccessful,95.91,12,1,5,4,No,1,Low,Excellent,Yes,Predator,Unsuccessful,No,,Southern,1,Solo,1,Medium,Moderate,Medium,Mild,Moderate,Low,Moderate,0,1,"-13.3,-73.2 -> -29.44,-63.36",Balanced,0
Arctic Tern,North America,Coastal,Windy,Shelter,67.2464,168.3971,75.0,178.1538,1139.55,24.33,53.28,2069.99,1412.68,21.22,52.06,96.9,1005.86,5.51,Successful,79.57,1,5,4,1,No,1,High,Excellent,Yes,Storm,Unsuccessful,No,,Northern,3,Solo,1,Medium,Moderate,Medium,Warm,Very High,Low,Very High,0,3,"67.25,168.4 -> 75.0,178.15",High-Risk,2
European Stork,South America,Coastal,Windy,Climate,-41.5617,18.6272,-17.4814,-30.0571,677.05,33.47,29.44,568.11,50.0,23.28,35.93,42.26,1021.41,12.97,Successful,59.26,1,2,5,4,No,1,Medium,Good,Yes,Predator,Unsuccessful,No,,Central,2,Solo,1,Short,Low,Low,Warm,High,Good,Moderate,0,2,"-41.56,18.63 -> -17.48,-30.06",Balanced,0
Osprey,Europe,Coastal,Cloudy,Shelter,-5.4044,169.598,10.863,167.6578,2700.26,51.35,64.9,1786.65,845.15,25.54,8.88,80.79,988.08,15.74,Unsuccessful,100.0,4,7,8,3,Yes,42,Medium,Good,No,,Successful,Yes,3.721958126571495,Northern,2,Large,42,Long,Moderate,Medium,Warm,Low,Good,Very High,1,84,"-5.4,169.6 -> 10.86,167.66",Flock-Oriented,1
Bar-headed Goose,Africa,Mountain,Cloudy,Shelter,-53.2597,-88.147,-46.1768,-65.7439,1821.63,42.16,45.75,1560.56,960.21,16.97,11.31,67.52,1027.61,11.78,Unsuccessful,66.43,8,10,6,4,Yes,52,Medium,Good,No,,Successful,Yes,2.8847718753902973,Eastern,2,Very Large,52,Medium,Moderate,Medium,Mild,Low,Good,High,1,104,"-53.26,-88.15 -> -46.18,-65.74",Flock-Oriented,1
Ruby-throated Hummingbird,South America,Coastal,Clear,Seasonal,21.7298,152.6156,37.4534,110.8539,2579.53,81.98,34.66,1733.92,1515.08,37.39,15.41,45.68,972.78,21.25,Unsuccessful,77.14,5,8,3,4,Yes,15,Medium,Poor,Yes,Injury,Unsuccessful,No,,Southern,2,Medium,15,Long,Low,Medium,Hot,Moderate,Excellent,Moderate,0,30,"21.73,152.62 -> 37.45,110.85",Balanced,0
Ruby-throated Hummingbird,Europe,Forest,Windy,Food,-43.1881,143.7303,-32.6311,96.0994,2788.25,40.59,73.4,2101.34,1686.98,22.88,17.76,42.82,1029.74,8.92,Successful,40.83,11,1,3,3,Yes,20,Medium,Fair,No,,Successful,Yes,2.660677717169502,Southern,2,Medium,20,Long,High,Medium,Warm,Moderate,Low,Moderate,1,40,"-43.19,143.73 -> -32.63,96.1",Balanced,0
Monarch Butterfly,Africa,Wetland,Windy,Food,30.0919,-111.9394,58.743,-131.4183,974.45,32.6,34.04,1943.99,1006.61,15.88,6.51,68.36,1018.69,8.37,Successful,66.27,2,3,6,1,Yes,14,Medium,Good,Yes,Storm,Unsuccessful,No,,Northern,2,Medium,14,Short,Low,Medium,Mild,Low,Low,High,0,28,"30.09,-111.94 -> 58.74,-131.42",Balanced,0
European Stork,South America,Mountain,Windy,Food,34.848,165.289,35.5974,171.3499,1752.28,42.34,61.5,2524.5,2198.58,28.16,10.81,67.43,990.24,13.7,Unsuccessful,100.0,5,7,5,4,Yes,15,Medium,Excellent,Yes,Predator,Unsuccessful,No,,Southern,2,Medium,15,Medium,Moderate,High,Warm,Low,Good,High,0,30,"34.85,165.29 -> 35.6,171.35",Balanced,0
Arctic Tern,South America,Forest,Cloudy,Breeding,68.2576,-50.9848,23.7715,-29.2141,999.89,22.18,46.75,1618.99,731.59,8.79,20.78,90.82,1035.78,13.41,Unsuccessful,62.53,8,11,6,0,Yes,13,High,Excellent,No,,Successful,Yes,5.272701865326734,Northern,3,Medium,13,Short,Moderate,Medium,Mild,Moderate,Good,Very High,1,39,"68.26,-50.98 -> 23.77,-29.21",Balanced,0
Ruby-throated Hummingbird,North America,Forest,Clear,Climate,-27.3545,-119.8376,-36.2293,-92.513,435.77,13.77,77.66,1749.72,1121.38,8.16,11.24,84.88,1002.91,18.32,Unsuccessful,67.9,8,11,3,0,Yes,14,Low,Excellent,Yes,Storm,Unsuccessful,No,,Eastern,1,Medium,14,Short,High,Medium,Mild,Low,Good,Very High,0,14,"-27.35,-119.84 -> -36.23,-92.51",Balanced,0
Sandhill Crane,Africa,Wetland,Rainy,Breeding,27.0622,-46.0041,36.8734,-76.2563,1112.56,21.72,66.67,2002.2,1374.84,19.91,12.4,71.91,1033.86,10.46,Unsuccessful,78.21,7,8,7,2,Yes,22,Medium,Good,No,,Successful,Yes,5.90871228596524,Southern,2,Large,22,Medium,Moderate,Medium,Mild,Low,Good,High,1,44,"27.06,-46.0 -> 36.87,-76.26",Flock-Oriented,1
European Stork,North America,Grassland,Cloudy,Shelter,-16.7777,-142.2524,-22.6452,151.9092,1009.45,15.4,73.28,744.34,50.0,-0.62,15.39,66.25,977.26,19.39,Successful,66.12,6,8,4,3,No,1,Medium,Excellent,Yes,Predator,Unsuccessful,No,,Northern,2,Solo,1,Medium,High,Low,Cold,Moderate,Good,High,0,2,"-16.78,-142.25 -> -22.65,151.91",Balanced,0
Monarch Butterfly,South America,Grassland,Cloudy,Seasonal,-16.9462,33.109,4.4859,88.1158,2285.7,123.28,19.07,2673.93,2149.38,14.51,8.21,60.72,990.6,21.02,Successful,97.79,2,5,2,3,Yes,18,High,Good,No,,Successful,Yes,2.7892683514053678,Northern,3,Medium,18,Medium,Low,High,Mild,Low,Excellent,Moderate,1,54,"-16.95,33.11 -> 4.49,88.12",Balanced,0
Ruby-throated Hummingbird,North America,Mountain,Clear,Seasonal,52.0776,33.8892,37.018,77.1912,1330.43,33.28,44.61,2140.98,1804.45,21.86,21.52,33.6,996.26,10.32,Unsuccessful,95.07,1,2,1,4,No,1,Medium,Excellent,No,,Successful,Yes,5.1004777692891565,Central,2,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Good,Low,1,2,"52.08,33.89 -> 37.02,77.19",Balanced,0
Osprey,Asia,Coastal,Clear,Seasonal,56.3016,-57.1048,72.5079,-72.729,2156.83,45.64,51.26,1453.0,524.97,29.28,20.8,31.84,1011.62,17.96,Unsuccessful,100.0,1,4,5,1,Yes,10,Medium,Excellent,No,,Successful,Yes,3.3737006954792967,Southern,2,Medium,10,Medium,Moderate,Medium,Warm,Moderate,Good,Low,1,20,"56.3,-57.1 -> 72.51,-72.73",Balanced,0
Barn Swallow,South America,Coastal,Cloudy,Seasonal,-21.3773,-63.2109,-47.7224,-36.4866,2129.99,39.29,60.86,1603.8,1377.07,17.09,10.35,67.83,1017.4,21.65,Unsuccessful,59.96,7,11,3,1,Yes,37,High,Fair,No,,Successful,Yes,3.806837828587633,Eastern,3,Large,37,Medium,Moderate,Medium,Mild,Low,Excellent,High,1,111,"-21.38,-63.21 -> -47.72,-36.49",Flock-Oriented,1
Osprey,Asia,Grassland,Windy,Shelter,19.7874,-157.7821,25.8303,-147.9104,785.99,13.17,77.34,2400.29,1865.99,29.53,20.74,84.93,1017.66,19.44,Successful,84.55,11,2,1,5,No,1,Low,Excellent,Yes,Lost Signal,Unsuccessful,No,,Eastern,1,Solo,1,Short,High,Medium,Warm,Moderate,Good,Very High,0,1,"19.79,-157.78 -> 25.83,-147.91",High-Altitude Fast,3
Sandhill Crane,Asia,Mountain,Stormy,Breeding,37.5242,56.3888,22.9422,50.0925,840.44,38.4,24.49,1373.28,556.54,6.21,15.36,61.78,985.31,6.86,Successful,64.85,2,4,8,4,No,1,High,Fair,Yes,Predator,Unsuccessful,No,,Eastern,3,Solo,1,Short,Low,Medium,Mild,Moderate,Low,Moderate,0,3,"37.52,56.39 -> 22.94,50.09",Balanced,0
Ruby-throated Hummingbird,North America,Mountain,Windy,Food,-12.584,-84.81,-36.6534,-21.8355,1913.29,40.04,59.69,2425.76,1873.01,20.06,18.04,24.68,995.93,11.03,Successful,97.28,1,4,2,3,Yes,60,High,Excellent,No,,Successful,Yes,2.6416983515832824,Central,3,Very Large,60,Medium,Moderate,Medium,Warm,Moderate,Good,Low,1,180,"-12.58,-84.81 -> -36.65,-21.84",Flock-Oriented,1
European Stork,South America,Mountain,Clear,Breeding,-35.7528,-9.0829,-36.7995,-31.8759,741.75,27.15,39.18,2518.75,2015.47,26.99,37.51,91.27,1000.21,11.45,Successful,100.0,9,1,6,3,Yes,9,Medium,Excellent,Yes,Storm,Unsuccessful,No,,Western,2,Medium,9,Short,Low,High,Warm,High,Good,Very High,0,18,"-35.75,-9.08 -> -36.8,-31.88",Balanced,0
Monarch Butterfly,North America,Forest,Stormy,Breeding,47.0499,2.128,25.1739,-47.0231,990.51,25.44,50.49,1461.25,397.73,31.19,23.87,71.64,981.95,9.8,Successful,61.92,7,10,3,3,No,1,Medium,Good,Yes,Predator,Unsuccessful,No,,Eastern,2,Solo,1,Short,Moderate,Medium,Warm,Moderate,Low,High,0,2,"47.05,2.13 -> 25.17,-47.02",Balanced,0
Bar-headed Goose,North America,Forest,Cloudy,Shelter,10.3698,97.7944,24.2396,102.9849,2758.11,89.97,35.56,1209.15,867.2,13.48,11.25,54.15,1008.08,8.37,Successful,61.62,4,7,6,4,No,1,Medium,Fair,Yes,Food Shortage,Unsuccessful,No,,Southern,2,Solo,1,Long,Low,Medium,Mild,Low,Low,Moderate,0,2,"10.37,97.79 -> 24.24,102.98",Balanced,0
Osprey,Europe,Wetland,Clear,Climate,-20.2746,45.285,-26.7621,24.9555,1381.31,13.53,103.24,2490.67,2085.49,27.06,49.9,89.17,990.07,6.79,Successful,76.14,1,4,3,7,No,1,High,Fair,No,,Successful,Yes,3.2370647181242154,Central,3,Solo,1,Medium,High,Medium,Warm,High,Low,Very High,1,3,"-20.27,45.29 -> -26.76,24.96",High-Altitude Fast,3
Barn Swallow,South America,Mountain,Cloudy,Climate,-51.5524,160.0272,-49.872,166.2234,502.5,2.83,68.04,2227.16,1721.48,33.2,11.54,33.01,1003.26,15.26,Successful,77.18,10,11,6,0,Yes,58,High,Excellent,No,,Successful,Yes,3.099935200666436,Northern,3,Very Large,58,Short,Moderate,Medium,Warm,Low,Good,Low,1,174,"-51.55,160.03 -> -49.87,166.22",High-Altitude Fast,3
Bar-headed Goose,North America,Coastal,Clear,Food,52.228,44.8995,51.2554,34.6281,688.23,16.08,51.05,1833.57,1106.93,11.48,15.33,48.5,1010.94,9.31,Successful,72.12,8,9,6,0,Yes,14,Medium,Good,No,,Successful,Yes,5.184257519410052,Eastern,2,Medium,14,Short,Moderate,Medium,Mild,Moderate,Low,Moderate,1,28,"52.23,44.9 -> 51.26,34.63",Balanced,0
Bar-headed Goose,Europe,Mountain,Windy,Seasonal,0.6045,-48.5447,10.7547,-73.2616,2923.1,65.94,43.04,1934.89,949.99,24.93,37.12,44.59,1017.0,9.96,Unsuccessful,68.7,8,11,4,1,Yes,11,Medium,Good,No,,Successful,Yes,3.771627149313016,Western,2,Medium,11,Long,Moderate,Medium,Warm,High,Low,Moderate,1,22,"0.6,-48.54 -> 10.75,-73.26",Balanced,0
Bar-headed Goose,Europe,Coastal,Windy,Seasonal,14.332,125.7302,1.8187,118.0681,2154.41,41.74,67.55,1596.06,554.36,12.53,19.91,48.93,1006.56,17.35,Unsuccessful,87.68,3,5,9,3,Yes,16,Medium,Good,No,,Successful,Yes,7.6449463668391155,Central,2,Medium,16,Medium,Moderate,Medium,Mild,Moderate,Good,Moderate,1,32,"14.33,125.73 -> 1.82,118.07",Balanced,0
Bar-headed Goose,Africa,Grassland,Clear,Shelter,-38.2321,5.4023,-18.0755,-47.9904,1118.76,7.8,51.08,1885.51,791.18,17.02,27.25,66.75,1010.04,15.68,Unsuccessful,85.98,12,4,3,2,Yes,26,Low,Excellent,Yes,Food Shortage,Unsuccessful,No,,Northern,1,Large,26,Medium,Moderate,Medium,Mild,Moderate,Good,High,0,26,"-38.23,5.4 -> -18.08,-47.99",Balanced,0
Arctic Tern,Asia,Wetland,Rainy,Food,-44.6626,-106.1959,-7.8668,-159.8589,1696.67,26.37,61.74,2413.03,1342.51,31.08,6.91,58.21,1012.44,17.21,Unsuccessful,71.31,1,3,5,4,Yes,43,Low,Excellent,Yes,Storm,Unsuccessful,No,,Southern,1,Large,43,Medium,Moderate,Medium,Warm,Low,Good,Moderate,0,43,"-44.66,-106.2 -> -7.87,-159.86",Balanced,0
Osprey,South America,Wetland,Cloudy,Seasonal,-10.5012,22.1301,-30.4415,13.2357,2485.84,32.02,60.66,2472.23,1964.73,8.48,29.31,52.43,1016.68,14.79,Successful,50.92,9,1,2,4,No,1,High,Fair,No,,Successful,Yes,6.660398209482191,Northern,3,Solo,1,Medium,Moderate,Medium,Mild,Moderate,Good,Moderate,1,3,"-10.5,22.13 -> -30.44,13.24",Balanced,0
European Stork,Europe,Coastal,Clear,Breeding,-26.3596,-128.2562,2.3352,-114.5334,907.19,22.71,46.39,2403.02,2174.06,20.9,31.3,83.94,960.0,13.02,Unsuccessful,82.44,9,12,3,2,Yes,11,Medium,Fair,No,,Successful,Yes,1.6081064597377601,Southern,2,Medium,11,Short,Moderate,Medium,Warm,High,Good,Very High,1,22,"-26.36,-128.26 -> 2.34,-114.53",Balanced,0
